rank,company_id,company_name,website,source,final_score,confidence,final_stage,fit_label,best_contact_persona,personalized_hook,suggested_discovery_question,top_positive_signals,top_negative_signals,likely_pain_points,disqualifiers,manual_review_required,important_urls,homepage_url,careers_url,docs_url,status_url,github_url,blog_or_changelog_url
68,optiprotection-com,OPTI Protection,https://optiprotection.com,cmu,20,medium,premium,skip,,,,,Pre-launch with no product surface; Hardware product focus with minimal software operations,Transitioning from hardware-focused production to adaptable software solutions for monitoring and analytics.,Pre-launch with no product surface; Hardware/biotech with minimal software ops surface; Pure consumer app with no production complexity narrative,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://optiprotection.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://policies.google.com/terms"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://optiprotection.com,,,,,
69,spoilsafe-tech,SpoilSafe,https://www.spoilsafe.tech,cmu,20,medium,premium,skip,,,,Use of predictive analytics for operational efficiency.,"Focus on hardware solutions with minimal software footprint.; No public software operations, API, or integrations listed.",Need for better waste management solutions; Challenges in cold-chain profitability,Hardware/biotech with minimal software ops surface,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.spoilsafe.tech"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer. (fetch failed: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.spoilsafe.com'. (_ssl.c:1000))"", ""used_in_reasoning"": false}]",,,,,,
70,speakyall-com,Speak Y'all,https://www.speakyall.com,cmu,20,high,premium,skip,,,,The founder has extensive coaching experience with corporate leaders.,"No evidence of APIs or software integrations.; Focus on communication workshops and public speaking, not software engineering.",Limited reach to enterprise clients due to the nature of services offered; Potential difficulties in scalability for coaching services,Lacks API documentation or integrations; Focuses on personal coaching rather than software platforms; Not operating in a production-critical environment,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://www.speakyall.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.speakyall.com/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.speakyall.com/career-clarity-effective-networking"", ""source_type"": ""careers"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.speakyall.com/job-interviewing-success"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.speakyall.com/news"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://www.speakyall.com/services"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.speakyall.com/terms-of-service"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://www.speakyall.com,https://www.speakyall.com/career-clarity-effective-networking,,,,https://www.speakyall.com/news
71,joinreviva-com,Reviva,https://joinreviva.com,cmu,20,high,premium,skip,,,,Reviva integrates multiple healthcare practice management features.; AI-powered solutions for healthcare operations are emphasized.,No evidence of API documentation or developer resources.; Lack of on-call language or incident response capabilities in evidence.,Need for a cohesive digital tool to manage cash-pay practice operations efficiently; Lack of familiarity with technical infrastructure or incident management practices,Lack of API or developer documentation; Non-SRE focus; Healthcare-specific software without broader B2B integration potential,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://joinreviva.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://joinreviva.com/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://joinreviva.com/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://joinreviva.com/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://joinreviva.com/features"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://joinreviva.com/pricing"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://joinreviva.com,https://joinreviva.com/careers,,,,https://joinreviva.com/blog
72,flaflow-com,Flaflow,https://flaflow.com,cmu,15,medium,premium,strong_candidate,,,,Flaflow offers AI solutions tailored for a wide range of companies,No evidence of API documentation or on-call support structures; No hiring indications for backend/platform/SRE roles,Difficulty in managing production incidents due to lack of a structured SRE framework; Challenges in integrating external AI solutions without clear API documentation,Lack of API documentation and on-call support make Flaflow incompatible with Emergent Delta's capabilities,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://flaflow.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://flaflow.com/feedback"", ""source_type"": ""fallback_page"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://flaflow.com/pricing"", ""source_type"": ""fallback_page"", ""why_important"": """", ""used_in_reasoning"": true}]",https://flaflow.com,,,,,
73,perflection-ai,"Perflection.AI, Inc.",https://perflection.ai,cmu,15,medium,premium,skip,,,,Emerging AI-powered sports coaching service concept,Pre-launch status with no operational deployment features; No API or developer documentation available,Lack of incident management and root-cause analysis capabilities for production deployment.,Pre-launch with no product surface; Consumer-focused application with no production complexity narrative,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://perflection.ai"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}]",https://perflection.ai,,,,,
74,aetheriaaesthetics-com,Aetheria Aesthetics & Wellness,https://www.aetheriaaesthetics.com,cmu,15,high,premium,skip,,,,"Has a status page, indicating some level of operational transparency.",Lacks a B2B software focus and operates as a consumer-oriented med spa.; No evidence of incident management or production-critical software operations.; Does not employ software engineers focused on reliability.,Limited integration with software reliability tools.; Focus on consumer-facing services reduces need for engineering solutions.,Pre-launch with no product surface; Pure consumer app with no production complexity narrative; Mature enterprise with large dedicated SRE/reliability org; Hardware/biotech with minimal software ops surface,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://www.aetheriaaesthetics.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.aetheriaaesthetics.com/blog/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.aetheriaaesthetics.com/contact/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.aetheriaaesthetics.com/metabolic-health/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.aetheriaaesthetics.com/wellness-services-pittsburgh/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.aetheriaaesthetics.com/zo-skin-health-pittsburgh/"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}]",https://www.aetheriaaesthetics.com,,,https://www.aetheriaaesthetics.com/zo-skin-health-pittsburgh/,,
75,novolinc-com,"NovoLINC, Inc.",https://www.novolinc.com,cmu,15,medium,premium,skip,,"Your leadership in thermal interface materials is impressive, but incorporating software analytics could optimize performance and reliability for clients.",What strategies are you employing to integrate software-driven solutions into your thermal management products?,Operates in industries requiring advanced thermal management solutions.; Pioneering a nanostructured materials system and proprietary manufacturing.,Lacks substantive documentation or evidence of API usage.; No visible software development or on-call practices.,Challenges in embedding software-driven reliability in hardware-focused solutions.; Limited scalability in current operations due to minimal software integration.,Hardware/biotech with minimal software ops surface,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.novolinc.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer. (fetch failed: HTTP 403)"", ""used_in_reasoning"": false}]",,,,,,
76,mimetic-ink,Mimetic,https://mimetic.ink,cmu,15,medium,premium,skip,,,,Focused on biocompatible 3D printing for biomedical research.,Pre-launch company without operational software or APIs.; Hardware-heavy focus with no software infrastructure signals.,Limited expertise for addressing software-related incident management tasks.; Focus on hardware may lead to insufficient software development resources.,Pre-launch with no product surface relevant to software.; Hardware/biotech focus with minimal software operation signals.,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://mimetic.ink"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}]",https://mimetic.ink,,,,,
77,adskate-com,AdSkate Inc,https://www.adskate.com,cmu,12,high,premium,strong_candidate,,,"How does AdSkate currently manage incident response or monitor production-critical ad analytics performance, given the lack of detailed API documentation?","AdSkate is integrated with major ad platforms, like Google Ads and Meta Ads, potentially indicating a level of API involvement.; Involvement in AdTech and AI/ML-Enabled Applications indicates a technical software-focused environment.; Offers a comprehensive analytics platform that integrates multiple advertising and social media channels.","Lacks substantive API documentation, impacting potential integration with incident management tools.; No evidence of on-call or reliability language in public materials or platform descriptions.; No hiring indicators for backend, platform, or SRE roles, important for incident management tool adoption.",Difficulty integrating advertising analytics with existing IT infrastructure due to lack of API documentation.; Potential inefficiencies in managing ad performance analytics without real-time incident management capabilities.,No on-call or substantive API documentation.; Lack of language or indicators regarding production-critical operations.,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://contacts-newsletter-8fb17b.beehiiv.com"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.adskate.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.adskate.com/about"", ""source_type"": ""fallback_page"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.adskate.com/adskate-dsp"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.adskate.com/blogs"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.adskate.com/faq"", ""source_type"": ""fallback_page"", ""why_important"": """", ""used_in_reasoning"": false}, {""url"": ""https://www.adskate.com/healthcareadvertising"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://www.adskate.com/our-pricing-features1"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://www.adskate.com,,,https://www.adskate.com/healthcareadvertising,,
78,singularitypolymers-com,Singularity Polymers,https://www.singularitypolymers.com,cmu,10,medium,premium,skip,,,,,"Company is hardware-heavy with no software operations or API documentation.; No evidence of B2B API or on-call or reliability focus, which are crucial for Emergent Delta.",Need for scalable software solutions to manage production processes; Challenges in transitioning from hardware-heavy operations to more software-centric models,hardware_heavy; no_on_call_or_substantive_docs; Hardware/biotech with minimal software ops surface,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://www.singularitypolymers.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.singularitypolymers.com/blog"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.singularitypolymers.com/contact-us"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://www.singularitypolymers.com,,,,,
79,thebamshop-com,BAM!,https://www.thebamshop.com,cmu,10,medium,premium,strong_candidate,,,,,"Lacks software operations or API integrations; Focuses on hardware without a software platform; Aimed at consumers, not B2B technology users",Limited potential for scaling in a tech-centric B2B market without software features; Difficulty in engaging with software development teams due to a lack of APIs or integrations,"Hardware-heavy with primary focus on consumer products; No evidence of production-critical software operations or APIs; Absence of backend, platform hiring, or on-call language",true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://www.thebamshop.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}]",https://www.thebamshop.com,,,,,
80,meowy-ai,Meowy.AI,https://meowy.ai,cmu,10,high,premium,strong_candidate,,,,,"Lacks B2B focus and production-critical operations, which misaligns with Emergent Delta's target companies.; No presence of APIs, public integration points, or developer documentation that suggest complex software operations.",Scaling consumer-focused operations without a production-critical software strategy.,Pre-launch with no product surface; Pure consumer app with no production complexity narrative,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://meowy.ai"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://meowy.ai/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://meowy.ai/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://meowy.ai/docs"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://meowy.ai/status"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}]",https://meowy.ai,https://meowy.ai/careers,https://meowy.ai/docs,https://meowy.ai/status,,https://meowy.ai/blog
81,wittness-co,Wittness Apparel + Marketing,https://wittness.co,cmu,5,medium,premium,skip,,,,,"Company is hardware-heavy with a focus on custom apparel, not on software or APIs necessary for production-critical environments.; There is limited evidence of software integration or development, which is critical for Emergent Delta's product fit.",Lack of production-critical software complexity in their offering.; Limited software operations despite being in logistics and manufacturing sectors.,hardware_heavy,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://wittness.co"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer. (fetch failed: HTTP 404)"", ""used_in_reasoning"": false}]",,,,,,
82,moonbeam-stream,Moonbeam,https://moonbeam.stream,cmu,5,medium,premium,skip,,,,,Platform has closed down and ceased operations; Focused on consumer technology with no B2B or API infrastructure,No active operations or platform to integrate with; Lack of technical backend infrastructure or sophistication,Platform has permanently closed; Consumer-focused with no B2B or technical depth,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.moonbeam.stream/"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}]",https://www.moonbeam.stream/,,,,,
83,humotech-com,Humotech,https://humotech.com,cmu,0,high,premium,skip,,,,,No public API available; Minimal software operations surface; Hardware-heavy focus with limited software integration,Need for software integration to enhance robotic solutions; Challenges in scaling clinical solutions,hardware/heavy; minimal software ops surface; Hardware/biotech with minimal software ops surface; Hardware-heavy company (physical product / industrial focus),true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://humotech.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://humotech.com/about/careers/"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://humotech.com/about/team/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://humotech.com/blog/informing-clinical-care-with-data-humotech-next-chapter/"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://humotech.com/category/blog/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://humotech.com/category/blog/inside-humotech/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://humotech.com/clinical-solutions/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://humotech.com/updates/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://humotech.com,https://humotech.com/about/careers/,,,,https://humotech.com/blog/informing-clinical-care-with-data-humotech-next-chapter/
